,eventsource,eventsourcecode,ID,eventtime,Event Time,event_unix_time,Magnitude,Update Time,Evaluation Status,Magnitude Type,Latitude,Longitude,Title
0,nc,73687186,nc73687186,2022-02-02T07:45:52.030Z,2/2/22 7:45,1643787952,2.65,42:14.3,final,md,37.5176667,-118.7743333,"10km WSW of Toms Place, CA"
0,nc,73673066,nc73673066,2022-01-03T10:22:03.880Z,1/3/22 10:22,1641205323,2.65,34:19.2,final,md,40.2893333,-124.4545,"15km WSW of Petrolia, CA"
0,ci,40190688,ci40190688,2022-02-20T20:49:31.870Z,2/20/22 20:49,1645390171,2.65,25:46.1,final,ml,34.0348333,-117.1866667,"2km S of Redlands, CA"
0,ci,39915175,ci39915175,2022-01-18T03:56:22.820Z,1/18/22 3:56,1642478182,2.65,03:42.6,final,ml,34.5106667,-120.6706667,"24km SW of Lompoc, CA"
0,uw,61854526,uw61854526,2022-06-24T07:12:13.420Z,6/24/22 7:12,1656054733,2.64,04:41.4,final,ml,47.834,-122.9331667,"4 km WNW of Quilcene, Washington"
0,nc,73748191,nc73748191,2022-06-20T15:43:06.790Z,6/20/22 15:43,1655739786,2.64,12:01.9,final,md,37.6315,-118.8805,"9km E of Mammoth Lakes, CA"
0,nc,73746091,nc73746091,2022-06-16T08:48:56.620Z,6/16/22 8:48,1655369336,2.64,54:09.5,final,md,38.8281667,-122.7983333,"7km W of Cobb, CA"
0,nc,73696721,nc73696721,2022-02-23T08:29:08.310Z,2/23/22 8:29,1645604948,2.64,19:07.6,final,md,40.7488333,-124.4396667,"21km W of Humboldt Hill, CA"
0,nc,73684951,nc73684951,2022-01-28T18:45:06.020Z,1/28/22 18:45,1643395506,2.64,15:29.8,final,md,36.0826667,-120.0695,"10km NNE of Avenal, CA"
0,nc,73682196,nc73682196,2022-01-23T08:23:08.630Z,1/23/22 8:23,1642926188,2.64,14:45.3,final,md,40.3091667,-124.5921667,"26km W of Petrolia, CA"
0,nc,73681331,nc73681331,2022-01-21T04:55:54.580Z,1/21/22 4:55,1642740954,2.64,52:57.7,final,md,40.2981667,-124.5875,"26km W of Petrolia, CA"
0,ci,40182600,ci40182600,2022-02-11T00:35:46.380Z,2/11/22 0:35,1644539746,2.64,20:16.9,final,ml,34.4205,-119.1346667,"10km NW of Santa Paula, CA"
0,ci,40180552,ci40180552,2022-02-09T01:47:42.470Z,2/9/22 1:47,1644371262,2.64,05:54.9,final,ml,35.9861667,-117.675,"22km ENE of Little Lake, CA"
0,nc,73776525,nc73776525,2022-09-07T21:13:31.070Z,9/7/22 21:13,1662585211,2.63,41:53.4,final,md,36.5603333,-121.1541667,"3km NNW of Pinnacles, CA"
0,nc,73775910,nc73775910,2022-09-06T02:00:46.790Z,9/6/22 2:00,1662429646,2.63,02:18.9,final,md,35.9285,-120.701,"12km NE of Bradley, CA"
0,nc,73761961,nc73761961,2022-07-23T12:22:03.800Z,7/23/22 12:22,1658578923,2.63,24:10.6,final,md,36.5913333,-121.195,"8km NW of Pinnacles, CA"
0,nc,73736091,nc73736091,2022-05-20T22:11:27.220Z,5/20/22 22:11,1653084687,2.63,47:02.8,final,md,40.3743333,-124.8918333,"52km W of Petrolia, CA"
0,nc,73708346,nc73708346,2022-03-21T08:31:58.570Z,3/21/22 8:31,1647851518,2.63,16:00.3,final,md,40.7213333,-124.0215,"11km E of Pine Hills, CA"
0,nc,73690306,nc73690306,2022-02-09T03:09:35.100Z,2/9/22 3:09,1644376175,2.63,04:51.8,final,md,41.345,-123.5148333,"5km SW of Somes Bar, CA"
0,nc,73685556,nc73685556,2022-01-29T21:46:34.080Z,1/29/22 21:46,1643492794,2.63,56:46.3,final,md,40.5511667,-123.8431667,"22km E of Hydesville, CA"
0,ci,40253800,ci40253800,2022-05-06T19:24:47.770Z,5/6/22 19:24,1651865087,2.63,56:45.1,final,ml,33.9835,-116.662,"10km SW of Morongo Valley, CA"
0,ci,40185360,ci40185360,2022-02-14T11:09:59.050Z,2/14/22 11:09,1644836999,2.63,46:55.0,final,ml,35.6595,-117.5335,"14km ENE of Ridgecrest, CA"
0,ci,40024007,ci40024007,2022-05-22T08:26:23.880Z,5/22/22 8:26,1653207983,2.63,41:47.0,final,ml,34.9223333,-119.0171667,"8km WSW of Grapevine, CA"
0,nc,73753546,nc73753546,2022-07-02T15:57:26.040Z,7/2/22 15:57,1656777446,2.62,04:32.4,final,md,40.2941667,-124.669,"33km W of Petrolia, CA"
0,nc,73741011,nc73741011,2022-06-06T16:05:32.550Z,6/6/22 16:05,1654531532,2.62,31:17.0,final,md,38.7456667,-122.7141667,"4km SSW of Anderson Springs, CA"
0,nc,73726266,nc73726266,2022-04-29T19:53:01.350Z,4/29/22 19:53,1651261981,2.62,46:43.2,final,md,41.6835,-120.0893333,"18km NNE of Cedarville, CA"
0,nc,73707031,nc73707031,2022-03-18T04:55:08.510Z,3/18/22 4:55,1647579308,2.62,27:00.3,final,md,38.5215,-119.5306667,"4km W of Walker, CA"
0,ci,40021831,ci40021831,2022-05-18T15:47:52.730Z,5/18/22 15:47,1652888872,2.62,09:49.5,final,ml,36.4608333,-116.9495,"9km W of Furnace Creek, CA"
0,ci,39983615,ci39983615,2022-04-01T13:14:37.370Z,4/1/22 13:14,1648818877,2.62,03:05.9,final,ml,36.0003333,-117.325,"27km N of Trona, CA"
0,uw,61814392,uw61814392,2022-03-18T16:21:55.120Z,3/18/22 16:21,1647620515,2.61,35:38.6,final,ml,44.54266667,-122.547,"16 km ESE of Lacomb, Oregon"
0,nc,73765710,nc73765710,2022-08-09T00:12:43.790Z,8/9/22 0:12,1660003963,2.61,37:56.8,final,md,38.5813333,-119.4635,"8km N of Walker, CA"
0,nc,73756056,nc73756056,2022-07-08T00:50:19.730Z,7/8/22 0:50,1657241419,2.61,26:15.2,final,md,36.2465,-120.8255,"22km NE of San Lucas, CA"
0,nc,73747021,nc73747021,2022-06-18T11:43:09.620Z,6/18/22 11:43,1655552589,2.61,29:50.8,final,md,40.393,-124.4445,"16km WNW of Petrolia, CA"
0,nc,73736866,nc73736866,2022-05-22T23:40:28.870Z,5/22/22 23:40,1653262828,2.61,14:19.9,final,md,38.5181667,-119.5231667,"4km W of Walker, CA"
0,nc,73735931,nc73735931,2022-05-20T08:16:49.080Z,5/20/22 8:16,1653034609,2.61,57:18.3,final,md,37.9438333,-118.5413333,"40km S of Qualeys Camp, NV"
0,nc,73717790,nc73717790,2022-04-15T10:38:29.380Z,4/15/22 10:38,1650019109,2.61,22:21.7,final,md,36.0181667,-120.062,"6km ENE of Avenal, CA"
0,nc,73710541,nc73710541,2022-03-26T11:32:23.820Z,3/26/22 11:32,1648294343,2.61,21:54.6,final,md,35.9705,-120.2005,"7km WSW of Avenal, CA"
0,nc,73707556,nc73707556,2022-03-19T06:01:29.970Z,3/19/22 6:01,1647669689,2.61,54:23.3,final,md,36.9731667,-121.627,"6km SW of Gilroy, CA"
0,nc,73697236,nc73697236,2022-02-24T13:09:20.320Z,2/24/22 13:09,1645708160,2.61,07:45.2,final,md,38.8235,-122.7965,"6km NW of The Geysers, CA"
0,nc,73677651,nc73677651,2022-01-12T22:44:50.630Z,1/12/22 22:44,1642027490,2.61,37:52.2,final,md,40.4398333,-124.2275,"12km WSW of Rio Dell, CA"
0,nc,73673706,nc73673706,2022-01-04T20:28:54.410Z,1/4/22 20:28,1641328134,2.61,31:14.3,final,md,37.4366667,-118.4995,"9km ENE of Round Valley, CA"
0,ci,40325296,ci40325296,2022-08-14T11:14:22.330Z,8/14/22 11:14,1660475662,2.61,57:03.5,final,ml,36.8255,-117.4605,"37km NW of Stovepipe Wells, CA"
0,ci,40196752,ci40196752,2022-03-01T06:34:09.970Z,3/1/22 6:34,1646116449,2.61,27:43.2,final,ml,34.4333333,-119.2936667,"5km WSW of Ojai, CA"
0,ci,39974975,ci39974975,2022-03-23T01:58:44.750Z,3/23/22 1:58,1648000724,2.61,53:42.9,final,ml,34.291,-118.4318333,"1km ENE of San Fernando, CA"
0,ci,37387020,ci37387020,2022-02-03T15:18:32.540Z,2/3/22 15:18,1643901512,2.61,09:52.8,final,ml,34.1328333,-117.4813333,"4km NNW of Fontana, CA"
0,us,6000i8ma,us6000i8ma,2022-08-06T10:52:35.548Z,8/6/22 10:52,1659783155,2.6,18:26.0,reviewed,ml,41.3344,-126.008,"157 km WSW of Crescent City, California"
0,us,6000i7tr,us6000i7tr,2022-08-03T19:47:11.474Z,8/3/22 19:47,1659556031,2.6,50:18.0,reviewed,ml,42.4156,-126.2632,"149 km WSW of Port Orford, Oregon"
0,us,6000i1lh,us6000i1lh,2022-07-11T18:24:26.073Z,7/11/22 18:24,1657563866,2.6,25:55.0,reviewed,ml,42.3453,-126.8461,"197 km WSW of Port Orford, Oregon"
0,us,6000i0dq,us6000i0dq,2022-07-06T22:02:48.946Z,7/6/22 22:02,1657144968,2.6,23:14.0,reviewed,ml,40.4248,-126.0314,off the coast of Northern California
0,us,6000hlts,us6000hlts,2022-05-17T15:44:25.672Z,5/17/22 15:44,1652802265,2.6,39:32.0,reviewed,ml,41.392,-126.0818,"161 km WSW of Crescent City, California"
0,nn,845098,nn845098,2022-08-16T03:23:05.116Z,8/16/22 3:23,1660620185,2.6,39:42.0,reviewed,ml,39.5744,-119.0905,"14 km ESE of Fernley, Nevada"
0,nn,843876,nn843876,2022-07-31T02:17:50.863Z,7/31/22 2:17,1659233870,2.6,26:12.3,reviewed,ml,38.8389,-118.3404,"36 km W of Gabbs, Nevada"
0,nn,838515,nn838515,2022-05-08T14:49:05.409Z,5/8/22 14:49,1652021345,2.6,31:49.3,reviewed,ml,39.632,-116.937,"19 km NE of Austin, Nevada"
0,nn,836401,nn836401,2022-03-31T03:33:13.425Z,3/31/22 3:33,1648697593,2.6,08:33.5,reviewed,ml,38.2042,-117.8746,"29 km SE of Mina, Nevada"
0,nn,836357,nn836357,2022-03-30T21:05:17.191Z,3/30/22 21:05,1648674317,2.6,40:00.4,reviewed,ml,39.9787,-119.5704,"4 km NE of Sutcliffe, Nevada"
0,nn,835467,nn835467,2022-03-16T22:50:05.380Z,3/16/22 22:50,1647471005,2.6,38:49.3,reviewed,ml,38.9283,-118.7644,"4 km ESE of Schurz, Nevada"
0,nn,834472,nn834472,2022-02-26T00:49:19.227Z,2/26/22 0:49,1645836559,2.6,16:17.3,reviewed,ml,38.1722,-117.8531,"32 km SE of Mina, Nevada"
0,nn,833909,nn833909,2022-02-15T21:35:58.537Z,2/15/22 21:35,1644960958,2.6,53:35.5,reviewed,ml,38.1841,-117.7763,"37 km SE of Mina, Nevada"
0,nn,831032,nn831032,2022-01-05T07:20:55.658Z,1/5/22 7:20,1641367255,2.6,27:28.0,reviewed,ml,38.1764,-117.8141,"35 km SE of Mina, Nevada"
0,nc,73758651,nc73758651,2022-07-14T20:11:42.950Z,7/14/22 20:11,1657829502,2.6,10:42.8,final,ml,38.577,-119.4613333,"7km NNE of Walker, CA"
0,nc,73731161,nc73731161,2022-05-09T09:26:07.620Z,5/9/22 9:26,1652088367,2.6,57:40.1,final,md,37.38,-118.7981667,"18km WSW of Round Valley, CA"
0,nc,73729071,nc73729071,2022-05-04T01:12:16.730Z,5/4/22 1:12,1651626736,2.6,06:32.2,final,md,37.503,-121.622,"24km NE of Alum Rock, CA"
0,nc,73716606,nc73716606,2022-04-10T13:03:15.120Z,4/10/22 13:03,1649595795,2.6,11:10.2,final,md,40.286,-124.4603333,"16km WSW of Petrolia, CA"
0,nc,73707451,nc73707451,2022-03-19T00:02:48.990Z,3/19/22 0:02,1647648168,2.6,32:59.5,final,md,38.5181667,-119.5446667,"6km W of Walker, CA"
0,nc,73705266,nc73705266,2022-03-14T04:31:07.290Z,3/14/22 4:31,1647232267,2.6,55:18.7,final,md,36.5751667,-121.1868333,"6km NW of Pinnacles, CA"
0,nc,73689741,nc73689741,2022-02-07T14:35:49.930Z,2/7/22 14:35,1644244549,2.6,00:15.1,final,md,40.2876667,-124.5006667,"19km WSW of Petrolia, CA"
0,nc,73673491,nc73673491,2022-01-04T11:18:29.210Z,1/4/22 11:18,1641295109,2.6,31:39.7,final,mh,37.6643333,-122.4705,"2km SW of Colma, CA"
0,ci,40301944,ci40301944,2022-07-11T17:45:56.580Z,7/11/22 17:45,1657561556,2.6,34:34.0,final,ml,35.6025,-117.4041667,"18km S of Trona, CA"
0,ci,40099295,ci40099295,2022-09-12T14:35:56.610Z,9/12/22 14:35,1662993356,2.6,51:54.3,final,ml,34.2053333,-118.5978333,"1km NE of Canoga Park, CA"
0,nc,73770065,nc73770065,2022-08-20T15:03:52.170Z,8/20/22 15:03,1661007832,2.59,10:34.1,final,md,38.8398333,-122.8216667,"9km WNW of Cobb, CA"
0,nc,73751651,nc73751651,2022-06-27T14:44:42.590Z,6/27/22 14:44,1656341082,2.59,41:00.5,final,md,40.602,-123.2185,"6km NNW of Hayfork, CA"
0,nc,73720115,nc73720115,2022-04-19T11:31:04.590Z,4/19/22 11:31,1650367864,2.59,10:01.9,final,md,40.284,-124.7001667,"36km W of Petrolia, CA"
0,nc,73719600,nc73719600,2022-04-18T11:38:56.580Z,4/18/22 11:38,1650281936,2.59,54:58.8,final,md,36.9711667,-121.6291667,"7km SW of Gilroy, CA"
0,nc,73710551,nc73710551,2022-03-26T11:53:01.950Z,3/26/22 11:53,1648295581,2.59,25:57.9,final,md,38.5153333,-119.5418333,"5km W of Walker, CA"
0,nc,73686851,nc73686851,2022-02-01T14:28:19.810Z,2/1/22 14:28,1643725699,2.59,04:47.4,final,md,40.3695,-124.2936667,"5km N of Petrolia, CA"
0,nc,73684816,nc73684816,2022-01-28T10:36:54.660Z,1/28/22 10:36,1643366214,2.59,38:00.2,final,md,39.7941667,-123.1843333,"5km E of Covelo, CA"
0,nc,73682876,nc73682876,2022-01-25T23:53:35.730Z,1/25/22 23:53,1643154815,2.59,42:31.6,final,md,40.3488333,-124.7638333,"41km W of Petrolia, CA"
0,nc,73681616,nc73681616,2022-01-21T21:17:43.410Z,1/21/22 21:17,1642799863,2.59,13:54.4,final,md,38.7623333,-122.7396667,"2km SE of The Geysers, CA"
0,nc,73681106,nc73681106,2022-01-20T18:11:21.570Z,1/20/22 18:11,1642702281,2.59,30:37.3,final,md,37.3301667,-118.147,"15km WSW of Deep Springs, CA"
0,nc,73678226,nc73678226,2022-01-14T04:50:22.640Z,1/14/22 4:50,1642135822,2.59,55:20.1,final,md,38.8395,-122.8366667,"10km NW of The Geysers, CA"
0,nc,73676991,nc73676991,2022-01-11T12:02:17.650Z,1/11/22 12:02,1641902537,2.59,24:20.5,final,md,40.3055,-124.3686667,"7km WSW of Petrolia, CA"
0,nc,73675531,nc73675531,2022-01-08T08:29:01.760Z,1/8/22 8:29,1641630541,2.59,16:02.6,final,md,38.8345,-122.8058333,"7km W of Cobb, CA"
0,ci,40180104,ci40180104,2022-02-08T15:38:22.330Z,2/8/22 15:38,1644334702,2.59,16:24.1,final,ml,34.0871667,-118.2895,"2km WSW of Silver Lake, CA"
0,ci,39925911,ci39925911,2022-01-28T06:05:58.700Z,1/28/22 6:05,1643349958,2.59,03:39.7,final,ml,32.4788333,-116.9325,"10km SE of Tijuana, B.C., MX"
0,nc,73752786,nc73752786,2022-06-30T05:07:26.260Z,6/30/22 5:07,1656565646,2.58,44:02.6,final,md,37.4365,-118.4985,"9km ENE of Round Valley, CA"
0,nc,73745021,nc73745021,2022-06-13T19:36:35.770Z,6/13/22 19:36,1655148995,2.58,40:16.8,final,md,40.478,-122.0265,"12km W of Shingletown, CA"
0,nc,73744236,nc73744236,2022-06-12T02:06:39.560Z,6/12/22 2:06,1654999599,2.58,37:14.0,final,md,37.5636667,-118.8621667,"13km SE of Mammoth Lakes, CA"
0,nc,73737316,nc73737316,2022-05-24T05:16:33.330Z,5/24/22 5:16,1653369393,2.58,19:00.5,final,md,39.6326667,-122.0078333,"12km S of Hamilton City, CA"
0,nc,73714641,nc73714641,2022-04-05T10:17:20.280Z,4/5/22 10:17,1649153840,2.58,10:17.9,final,md,40.318,-124.3651667,"7km W of Petrolia, CA"
0,nc,73704531,nc73704531,2022-03-12T03:42:07.980Z,3/12/22 3:42,1647056527,2.58,24:28.5,final,md,36.4666667,-121.0545,"11km SE of Pinnacles, CA"
0,nc,73682121,nc73682121,2022-01-23T01:20:10.250Z,1/23/22 1:20,1642900810,2.58,15:08.4,final,md,38.545,-119.538,"6km WNW of Walker, CA"
0,nc,73677341,nc73677341,2022-01-12T01:32:54.330Z,1/12/22 1:32,1641951174,2.58,32:51.6,final,md,40.3076667,-124.6053333,"27km W of Petrolia, CA"
0,ci,40097423,ci40097423,2022-09-07T10:30:51.160Z,9/7/22 10:30,1662546651,2.58,58:51.4,final,ml,35.3678333,-118.549,"25km SSW of Bodfish, CA"
0,ci,39924911,ci39924911,2022-01-27T11:12:18.860Z,1/27/22 11:12,1643281938,2.58,37:02.8,final,ml,35.0418333,-118.993,"12km NNW of Grapevine, CA"
0,nc,73779741,nc73779741,2022-09-09T12:57:21.700Z,9/9/22 12:57,1662728241,2.57,52:55.7,final,md,38.7813333,-122.7468333,"1km ENE of The Geysers, CA"
0,nc,73768225,nc73768225,2022-08-15T02:03:05.330Z,8/15/22 2:03,1660528985,2.57,58:28.9,final,md,38.5756667,-119.4438333,"8km NNE of Walker, CA"
0,nc,73765690,nc73765690,2022-08-08T22:39:15.590Z,8/8/22 22:39,1659998355,2.57,26:22.8,final,md,38.5835,-119.4538333,"8km NNE of Walker, CA"
0,nc,73761716,nc73761716,2022-07-22T22:15:15.250Z,7/22/22 22:15,1658528115,2.57,22:18.2,final,md,38.7928333,-122.7618333,"2km NNW of The Geysers, CA"
0,nc,73744171,nc73744171,2022-06-11T22:46:57.340Z,6/11/22 22:46,1654987617,2.57,51:10.1,final,md,37.5628333,-118.8613333,"13km SE of Mammoth Lakes, CA"
0,nc,73736226,nc73736226,2022-05-21T08:11:12.300Z,5/21/22 8:11,1653120672,2.57,55:53.7,final,md,40.5215,-122.9758333,"18km ESE of Hayfork, CA"
0,nc,73730551,nc73730551,2022-05-07T21:25:30.200Z,5/7/22 21:25,1651958730,2.57,21:51.9,final,md,38.2368333,-119.3401667,"10km WSW of Bridgeport, CA"
0,nc,73716646,nc73716646,2022-04-10T17:02:58.610Z,4/10/22 17:02,1649610178,2.57,09:11.3,final,md,36.7566667,-121.2625,"6km SE of Tres Pinos, CA"
0,nc,73711436,nc73711436,2022-03-28T08:35:41.430Z,3/28/22 8:35,1648456541,2.57,32:49.9,final,md,39.3458333,-122.8886667,"9km SE of Lake Pillsbury, CA"
0,nc,73686841,nc73686841,2022-02-01T13:34:00.880Z,2/1/22 13:34,1643722440,2.57,36:31.2,final,md,40.5941667,-124.8785,"52km W of Ferndale, CA"
0,nc,73674136,nc73674136,2022-01-05T20:20:34.190Z,1/5/22 20:20,1641414034,2.57,35:56.5,final,md,40.4543333,-124.274,"14km S of Ferndale, CA"
0,ci,40256064,ci40256064,2022-05-11T07:25:19.250Z,5/11/22 7:25,1652253919,2.57,57:45.2,final,ml,33.4798333,-116.4855,"19km ESE of Anza, CA"
0,ci,40254520,ci40254520,2022-05-08T15:38:43.400Z,5/8/22 15:38,1652024323,2.57,04:01.0,final,ml,35.68,-117.4736667,"12km SSW of Searles Valley, CA"
0,ci,40251216,ci40251216,2022-05-03T14:30:55.100Z,5/3/22 14:30,1651588255,2.57,58:26.3,final,ml,34.0185,-117.198,"4km SSW of Redlands, CA"
0,ci,40078807,ci40078807,2022-08-10T04:36:50.850Z,8/10/22 4:36,1660106210,2.57,05:33.4,final,ml,35.6531667,-117.496,"15km SSW of Searles Valley, CA"
0,ci,40026471,ci40026471,2022-05-25T17:29:55.340Z,5/25/22 17:29,1653499795,2.57,17:55.4,final,ml,34.374,-118.722,"8km SE of Piru, CA"
0,ci,39923479,ci39923479,2022-01-26T05:05:55.330Z,1/26/22 5:05,1643173555,2.57,25:41.8,final,ml,36.0263333,-117.781,"15km NE of Little Lake, CA"
0,uw,61862587,uw61862587,2022-08-12T10:02:25.060Z,8/12/22 10:02,1660298545,2.56,56:45.0,final,ml,47.86216667,-123.2571667,"24 km SSW of River Road, Washington"
0,nc,73776805,nc73776805,2022-09-08T09:46:49.630Z,9/8/22 9:46,1662630409,2.56,25:50.9,final,md,38.8266667,-122.8043333,"7km NW of The Geysers, CA"
0,nc,73748071,nc73748071,2022-06-20T09:17:08.840Z,6/20/22 9:17,1655716628,2.56,51:40.6,final,md,38.8206667,-122.7608333,"3km W of Cobb, CA"
0,nc,73741171,nc73741171,2022-06-07T16:31:24.490Z,6/7/22 16:31,1654619484,2.56,56:12.9,final,md,37.925,-118.5233333,"43km S of Qualeys Camp, NV"
0,nc,73718085,nc73718085,2022-04-16T00:01:49.220Z,4/16/22 0:01,1650067309,2.56,44:46.0,final,md,36.9511667,-121.6915,"4km E of Interlaken, CA"
0,nc,73718040,nc73718040,2022-04-15T22:19:56.640Z,4/15/22 22:19,1650061196,2.56,57:42.7,final,md,40.428,-124.4005,"15km NW of Petrolia, CA"
0,nc,73717865,nc73717865,2022-04-15T15:06:47.720Z,4/15/22 15:06,1650035207,2.56,45:26.5,final,md,40.4643333,-124.4016667,"17km SW of Ferndale, CA"
0,ci,40329976,ci40329976,2022-08-22T22:12:09.160Z,8/22/22 22:12,1661206329,2.56,58:06.9,final,ml,33.777,-116.9925,"3km WSW of San Jacinto, CA"
0,ci,40290216,ci40290216,2022-06-24T02:56:13.910Z,6/24/22 2:56,1656039373,2.56,32:00.9,final,ml,36.9768333,-117.5901667,"57km NW of Stovepipe Wells, CA"
0,nc,73763100,nc73763100,2022-08-02T14:32:45.520Z,8/2/22 14:32,1659450765,2.55,30:46.6,final,md,36.6278333,-119.2715,"4km E of Orange Cove, CA"
0,nc,73756726,nc73756726,2022-07-09T15:34:52.400Z,7/9/22 15:34,1657380892,2.55,14:08.0,final,md,40.226,-121.1521667,"2km N of Prattville, CA"
0,nc,73723750,nc73723750,2022-04-26T14:26:57.970Z,4/26/22 14:26,1650983217,2.55,01:42.4,final,md,40.4025,-124.3471667,"10km NNW of Petrolia, CA"
0,nc,73717261,nc73717261,2022-04-12T00:54:16.370Z,4/12/22 0:54,1649724856,2.55,52:13.7,final,md,40.4623333,-124.2815,"13km S of Ferndale, CA"
0,nc,73690341,nc73690341,2022-02-09T04:04:57.620Z,2/9/22 4:04,1644379497,2.55,39:35.5,final,md,39.7513333,-124.6313333,"57km WSW of Shelter Cove, CA"
0,ci,40334032,ci40334032,2022-08-29T21:45:14.940Z,8/29/22 21:45,1661809514,2.55,38:15.8,final,ml,33.4826667,-116.429,"23km SSW of La Quinta, CA"
0,ci,40177192,ci40177192,2022-02-05T07:41:04.630Z,2/5/22 7:41,1644046864,2.55,24:20.4,final,ml,32.8841667,-117.5008333,"22km W of La Jolla, CA"
0,ci,40039327,ci40039327,2022-06-13T09:45:10.910Z,6/13/22 9:45,1655113510,2.55,26:51.7,final,ml,33.5033333,-116.4615,"20km ESE of Anza, CA"
0,nc,73765870,nc73765870,2022-08-09T08:49:14.400Z,8/9/22 8:49,1660034954,2.54,07:36.5,final,md,38.5818333,-119.4626667,"8km NNE of Walker, CA"
0,nc,73761606,nc73761606,2022-07-22T12:35:30.060Z,7/22/22 12:35,1658493330,2.54,02:31.5,final,md,40.2861667,-124.6531667,"32km W of Petrolia, CA"
0,nc,73758121,nc73758121,2022-07-13T03:59:30.040Z,7/13/22 3:59,1657684770,2.54,35:25.9,final,md,38.6661667,-119.704,"8km ESE of Markleeville, CA"
0,nc,73755121,nc73755121,2022-07-05T23:48:26.340Z,7/5/22 23:48,1657064906,2.54,35:43.5,final,md,38.7748333,-122.7128333,"2km W of Anderson Springs, CA"
0,nc,73725356,nc73725356,2022-04-28T01:52:44.500Z,4/28/22 1:52,1651110764,2.54,41:40.6,final,md,36.573,-121.1268333,"5km NNE of Pinnacles, CA"
0,nc,73699546,nc73699546,2022-03-01T16:06:50.470Z,3/1/22 16:06,1646150810,2.54,44:38.4,final,md,40.2943333,-124.3678333,"8km WSW of Petrolia, CA"
0,nc,73693421,nc73693421,2022-02-16T01:16:32.520Z,2/16/22 1:16,1644974192,2.54,13:26.4,final,md,36.9151667,-121.6668333,"4km NW of Aromas, CA"
0,ci,39913455,ci39913455,2022-01-15T16:19:02.000Z,1/15/22 16:19,1642263542,2.54,11:18.1,final,ml,34.9595,-118.7328333,"18km NE of Lebec, CA"
0,nc,73775475,nc73775475,2022-09-04T20:32:05.750Z,9/4/22 20:32,1662323525,2.53,04:36.0,final,md,36.5661667,-121.1366667,"4km N of Pinnacles, CA"
0,nc,73762760,nc73762760,2022-08-01T18:24:40.200Z,8/1/22 18:24,1659378280,2.53,08:41.9,final,md,40.2866667,-124.4751667,"17km WSW of Petrolia, CA"
0,nc,73729226,nc73729226,2022-05-04T13:56:06.310Z,5/4/22 13:56,1651672566,2.53,15:16.5,final,md,40.6633333,-123.7663333,"30km SE of Blue Lake, CA"
0,nc,73707696,nc73707696,2022-03-19T12:58:03.960Z,3/19/22 12:58,1647694683,2.53,00:45.8,final,md,38.5208333,-119.532,"5km W of Walker, CA"
0,nc,73701596,nc73701596,2022-03-05T11:00:22.300Z,3/5/22 11:00,1646478022,2.53,04:33.8,final,md,36.527,-120.6948333,"12km N of New Idria, CA"
0,nc,71127199,nc71127199,2022-02-16T10:36:48.600Z,2/16/22 10:36,1645007808,2.53,56:25.8,final,md,40.3516667,-124.3243333,"4km NW of Petrolia, CA"
0,ci,39969735,ci39969735,2022-03-17T01:46:56.550Z,3/17/22 1:46,1647481616,2.53,18:23.0,final,ml,34.0955,-116.7736667,"19km WNW of Morongo Valley, CA"
0,ci,39917967,ci39917967,2022-01-20T09:52:30.400Z,1/20/22 9:52,1642672350,2.53,36:10.0,final,ml,35.5243333,-117.4053333,"27km ESE of Ridgecrest, CA"
0,nc,73768410,nc73768410,2022-08-15T16:52:45.780Z,8/15/22 16:52,1660582365,2.52,06:51.0,final,md,40.432,-123.4543333,"27km WSW of Hayfork, CA"
0,nc,73766330,nc73766330,2022-08-10T15:41:57.940Z,8/10/22 15:41,1660146117,2.52,29:39.6,final,md,38.5856667,-119.4596667,"8km NNE of Walker, CA"
0,nc,73739416,nc73739416,2022-05-31T00:05:24.860Z,5/31/22 0:05,1653955524,2.52,34:52.7,final,md,38.7638333,-122.7153333,"2km WSW of Anderson Springs, CA"
0,nc,73714596,nc73714596,2022-04-05T08:05:34.920Z,4/5/22 8:05,1649145934,2.52,43:15.0,final,md,40.1378333,-123.8226667,"2km N of Redway, CA"
0,nc,73705706,nc73705706,2022-03-15T00:48:49.460Z,3/15/22 0:48,1647305329,2.52,41:10.5,final,md,40.4145,-124.2883333,"10km N of Petrolia, CA"
0,nc,73676091,nc73676091,2022-01-09T07:54:00.250Z,1/9/22 7:54,1641714840,2.52,23:03.2,final,md,36.2871667,-120.3461667,"16km N of Coalinga, CA"
0,ci,40302120,ci40302120,2022-07-12T01:47:38.030Z,7/12/22 1:47,1657590458,2.52,30:19.1,final,ml,34.1713333,-117.3131667,"3km ENE of Muscoy, CA"
0,ci,40243480,ci40243480,2022-04-21T22:18:06.360Z,4/21/22 22:18,1650579486,2.52,31:09.2,final,ml,35.6711667,-117.4706667,"12km SSW of Searles Valley, CA"
0,ci,39989335,ci39989335,2022-04-09T13:14:38.560Z,4/9/22 13:14,1649510078,2.52,19:21.9,final,ml,35.368,-118.4771667,"24km S of Bodfish, CA"
0,ci,39908695,ci39908695,2022-01-11T11:41:49.810Z,1/11/22 11:41,1641901309,2.52,10:48.1,final,ml,33.8123333,-118.2528333,"3km SE of Carson, CA"
