,eventsource,eventsourcecode,ID,eventtime,Event Time,event_unix_time,Magnitude,Update Time,Evaluation Status,Magnitude Type,Latitude,Longitude,Title
0,nc,73776905,nc73776905,2022-09-08T12:48:15.140Z,9/8/22 12:48,1662641295,2.51,48:27.0,final,md,36.8376667,-121.5693333,"3km WSW of San Juan Bautista, CA"
0,nc,73755626,nc73755626,2022-07-07T03:00:24.220Z,7/7/22 3:00,1657162824,2.51,17:54.0,final,md,38.6226667,-119.8226667,"8km SSW of Markleeville, CA"
0,nc,73754326,nc73754326,2022-07-04T14:13:35.350Z,7/4/22 14:13,1656944015,2.51,51:22.5,final,md,37.353,-118.5498333,"8km SSE of Round Valley, CA"
0,nc,73740571,nc73740571,2022-06-04T15:30:20.420Z,6/4/22 15:30,1654356620,2.51,21:26.7,final,md,39.302,-122.8581667,"15km SE of Lake Pillsbury, CA"
0,nc,73730346,nc73730346,2022-05-07T08:00:22.990Z,5/7/22 8:00,1651910422,2.51,32:34.3,final,md,38.8321667,-122.8126667,"8km NW of The Geysers, CA"
0,nc,73684671,nc73684671,2022-01-28T03:40:17.270Z,1/28/22 3:40,1643341217,2.51,21:58.8,final,md,39.7995,-123.1841667,"6km E of Covelo, CA"
0,nc,73681251,nc73681251,2022-01-20T23:35:54.110Z,1/20/22 23:35,1642721754,2.51,34:05.8,final,md,38.5373333,-119.5316667,"5km WNW of Walker, CA"
0,nc,73672276,nc73672276,2022-01-01T17:29:27.090Z,1/1/22 17:29,1641058167,2.51,29:48.6,final,md,40.2916667,-124.5601667,"24km W of Petrolia, CA"
0,ci,40033063,ci40033063,2022-06-03T12:05:21.050Z,6/3/22 12:05,1654257921,2.51,25:00.5,final,ml,33.9005,-118.4136667,"2km N of Manhattan Beach, CA"
0,ci,40031607,ci40031607,2022-06-01T12:58:22.190Z,6/1/22 12:58,1654088302,2.51,08:12.4,final,ml,34.0105,-116.4458333,"8km NE of Desert Hot Springs, CA"
0,ci,39931047,ci39931047,2022-02-02T16:23:55.830Z,2/2/22 16:23,1643819035,2.51,48:36.3,final,ml,35.28,-119.3995,"15km SSE of Buttonwillow, CA"
0,us,7000hdzr,us7000hdzr,2022-06-01T02:33:15.274Z,6/1/22 2:33,1654050795,2.5,13:11.0,reviewed,ml,41.9075,-126.694,"194 km WSW of Pistol River, Oregon"
0,us,7000h8fl,us7000h8fl,2022-05-10T21:33:44.270Z,5/10/22 21:33,1652218424,2.5,31:12.0,reviewed,ml,40.1508,-116.7455,"32 km SSW of Crescent Valley, Nevada"
0,us,6000i1fc,us6000i1fc,2022-07-10T19:08:19.800Z,7/10/22 19:08,1657480099,2.5,26:00.0,reviewed,ml,40.6271,-127.0852,"238 km W of Ferndale, California"
0,us,6000hlx4,us6000hlx4,2022-05-18T02:04:06.182Z,5/18/22 2:04,1652839446,2.5,39:44.0,reviewed,ml,41.4815,-125.9921,"152 km WSW of Crescent City, California"
0,us,6000hlg7,us6000hlg7,2022-05-16T12:33:22.770Z,5/16/22 12:33,1652704402,2.5,39:07.0,reviewed,ml,40.9615,-127.2376,"254 km W of Ferndale, California"
0,us,6000gzy6,us6000gzy6,2022-02-25T00:42:16.013Z,2/25/22 0:42,1645749736,2.5,40:29.0,reviewed,ml,42.367,-126.6859,"184 km WSW of Port Orford, Oregon"
0,nn,847119,nn847119,2022-09-14T10:08:27.398Z,9/14/22 10:08,1663150107,2.5,17:57.9,reviewed,ml,38.1784,-117.8713,"31 km SE of Mina, Nevada"
0,nn,846944,nn846944,2022-09-12T22:47:33.970Z,9/12/22 22:47,1663022853,2.5,39:46.1,reviewed,ml,38.1688,-117.8757,"31 km SE of Mina, Nevada"
0,nn,845804,nn845804,2022-08-25T08:47:22.246Z,8/25/22 8:47,1661417242,2.5,20:00.1,reviewed,ml,38.1562,-118.0016,"27 km SSE of Mina, Nevada"
0,nn,844673,nn844673,2022-08-10T11:14:22.201Z,8/10/22 11:14,1660130062,2.5,29:34.8,reviewed,ml,38.2514,-118.363,"27 km SW of Mina, Nevada"
0,nn,839553,nn839553,2022-05-25T09:59:11.337Z,5/25/22 9:59,1653472751,2.5,39:46.4,reviewed,ml,40.1048,-119.4655,"20 km NE of Sutcliffe, Nevada"
0,nn,839547,nn839547,2022-05-25T09:31:42.891Z,5/25/22 9:31,1653471102,2.5,39:44.0,reviewed,ml,40.0985,-119.4644,"20 km NE of Sutcliffe, Nevada"
0,nn,839528,nn839528,2022-05-25T04:41:59.801Z,5/25/22 4:41,1653453719,2.5,39:19.7,reviewed,ml,38.1593,-117.9384,"29 km SSE of Mina, Nevada"
0,nn,839060,nn839060,2022-05-17T23:36:48.896Z,5/17/22 23:36,1652830608,2.5,39:35.7,reviewed,ml,38.1172,-118.0979,"30 km S of Mina, Nevada"
0,nn,838155,nn838155,2022-05-02T02:55:55.715Z,5/2/22 2:55,1651460155,2.5,15:14.8,reviewed,ml,38.1577,-117.8887,"32 km SE of Mina, Nevada"
0,nn,836685,nn836685,2022-04-04T17:49:08.189Z,4/4/22 17:49,1649094548,2.5,40:30.1,reviewed,ml,38.1645,-118.0431,"25 km SSE of Mina, Nevada"
0,nn,835115,nn835115,2022-03-09T20:38:28.638Z,3/9/22 20:38,1646858308,2.5,37:21.3,reviewed,ml,38.1199,-118.113,"30 km S of Mina, Nevada"
0,nn,834252,nn834252,2022-02-22T04:46:19.998Z,2/22/22 4:46,1645505179,2.5,54:11.2,reviewed,ml,39.6179,-116.8827,"21 km NE of Austin, Nevada"
0,nn,833739,nn833739,2022-02-12T16:55:53.594Z,2/12/22 16:55,1644684953,2.5,07:45.2,reviewed,ml,39.4843,-119.1359,"10 km NE of Silver Springs, Nevada"
0,nn,832058,nn832058,2022-01-20T16:52:08.489Z,1/20/22 16:52,1642697528,2.5,37:19.9,reviewed,ml,38.1849,-117.7638,"37 km SE of Mina, Nevada"
0,nn,831422,nn831422,2022-01-09T08:04:25.513Z,1/9/22 8:04,1641715465,2.5,59:02.3,reviewed,ml,38.1755,-117.8184,"34 km SE of Mina, Nevada"
0,nn,830840,nn830840,2022-01-01T19:25:42.770Z,1/1/22 19:25,1641065142,2.5,30:17.4,reviewed,ml,38.1694,-117.8237,"34 km SE of Mina, Nevada"
0,nc,73775965,nc73775965,2022-09-06T06:09:22.070Z,9/6/22 6:09,1662444562,2.5,10:23.4,final,md,40.3098333,-124.4598333,"15km W of Petrolia, CA"
0,nc,73770575,nc73770575,2022-08-22T02:40:05.470Z,8/22/22 2:40,1661136005,2.5,03:15.3,final,md,36.461,-121.0418333,"12km SE of Pinnacles, CA"
0,nc,73767400,nc73767400,2022-08-12T20:56:44.070Z,8/12/22 20:56,1660337804,2.5,29:42.9,final,md,38.511,-119.541,"5km W of Walker, CA"
0,nc,73767220,nc73767220,2022-08-12T08:24:05.570Z,8/12/22 8:24,1660292645,2.5,23:25.9,final,md,40.285,-124.4623333,"16km WSW of Petrolia, CA"
0,nc,73759136,nc73759136,2022-07-16T03:26:29.140Z,7/16/22 3:26,1657941989,2.5,36:04.7,final,md,38.7861667,-122.735,"2km ENE of The Geysers, CA"
0,nc,73756541,nc73756541,2022-07-09T01:52:08.880Z,7/9/22 1:52,1657331528,2.5,24:01.2,final,md,37.6316667,-119.4151667,"19km SE of Yosemite Valley, CA"
0,nc,73746246,nc73746246,2022-06-16T15:58:06.100Z,6/16/22 15:58,1655395086,2.5,25:45.1,final,md,37.668,-119.4301667,"15km ESE of Yosemite Valley, CA"
0,nc,73739051,nc73739051,2022-05-28T20:46:49.880Z,5/28/22 20:46,1653770809,2.5,37:58.0,final,md,38.8138333,-122.8098333,"6km NW of The Geysers, CA"
0,nc,73738111,nc73738111,2022-05-26T08:01:23.950Z,5/26/22 8:01,1653552083,2.5,52:14.6,final,md,37.5456667,-118.8021667,"11km W of Toms Place, CA"
0,nc,73727496,nc73727496,2022-05-01T10:53:26.030Z,5/1/22 10:53,1651402406,2.5,48:14.2,final,md,36.856,-121.6015,"5km SE of Aromas, CA"
0,nc,73686881,nc73686881,2022-02-01T18:05:16.380Z,2/1/22 18:05,1643738716,2.5,42:51.0,final,md,36.4708333,-121.0445,"11km SE of Pinnacles, CA"
0,ci,40207960,ci40207960,2022-03-15T00:57:31.560Z,3/15/22 0:57,1647305851,2.5,41:54.7,final,ml,34.4368333,-119.2963333,"5km WSW of Ojai, CA"
0,ci,40077271,ci40077271,2022-08-08T03:27:10.480Z,8/8/22 3:27,1659929230,2.5,32:17.6,final,ml,33.3693333,-116.9723333,"10km E of Pala, CA"
0,ci,39986031,ci39986031,2022-04-04T17:25:18.690Z,4/4/22 17:25,1649093118,2.5,27:55.7,final,ml,33.9998333,-119.1015,"19km SSE of Port Hueneme, CA"
0,ci,39926031,ci39926031,2022-01-28T10:40:07.860Z,1/28/22 10:40,1643366407,2.5,22:22.9,final,ml,33.8395,-117.0401667,"10km NW of San Jacinto, CA"
